text,label,original_label
"Mary Burkes record: 130,000 fewer jobs.",1,0
"Says she would bring 186,740 new jobs to Wisconsin and Donald Trump would cost Wisconsin 61,050 jobs.",0,1
Says Planned Parenthood provides about 140 visits for prenatal care in each state.,1,0
"Says that in 41 states, government workers are better paid than the taxpayers who support them.",1,0
"500,000 people have signed up for #Obamacare.",0,1
The number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015.,0,1
Bin Laden had declared war against Pakistan.,0,1
"Says that in Curry County, if you make a 911 call youre likely to wait for an hour for a response.",0,1
One Wisconsin school district is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time.,0,1
"Jeff Weems legal record is one of defending BP, Enron and just about every big oil company against the working man.",0,1
"Twenty percent of single adults, ages 21 to 25 with no kids, are not working or even in school trying to find a job.",1,0
President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries.,1,0
Says Danny Tarkanian is NRA FRated.,0,1
The United States stopped plans to build a missile defense shield in Eastern Europe as a gift to Russia.,0,1
On delaying a health care mandate on business.,0,1
"A report just came out that if we continue with President Obamas policies, were looking at over 9 percent unemployment next year in the fourth quarter.",1,0
On the way the federal government should spend Floridas rejected high-speed rail money.,1,0
"According to (Barack) Obamas newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government, which is then used as justification for gun confiscation.",1,0
"For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.",1,0
75 percent of the (air traffic control) towers the Obama Administration is closing are located in Republican Congressional Districts.,1,0
"Says he has a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.",1,0
The federal government could save $500 million annually by circulating $1 coins instead of $1 bills.,0,1
"During the (housing) crisis, Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns.",0,1
Says the federal government restricts how much salt we can put on our food.,1,0
"The wages of about 60,562 state and local government employees would be affected if the minimum wage is increased to $10.10 in Georgia, for a combined cost to taxpayers of more than $164 million annually.",0,1
On the accuracy of state jobs numbers.,1,0
Roy Barnes proclaimed Mexican workers good for Georgia.,0,1
Says India gained jobs thanks to Romney.,0,1
"Says under Mitt Romney, Massachusetts was 47th in job creation.",0,1
Says Deborah Ross supports the Iran nuclear deal and the ransom it paid for hostages.,0,1
Says Ron Johnson has essentially done nothing to fight heroin addiction and opioid abuse.,1,0
Says U.S. House candidate Carlos Curbelo supported raising flood insurance rates.,1,0
Says some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.,1,0
"For middle-class families under the Baucus plan, 13 percent of what they make could be deducted directly from their paychecks . . . the so-called Max Tax.",0,1
Says unemployment tripled in Dane County due to Kathleen Falks tax policies,0,1
"President Obama has increased the federal workforce 192,000 individuals -- about 10 percent since hes taken office -- while weve lost 2 million jobs.",0,1
"Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare.",0,1
I did not support the war in Iraq The record shows that Im right.,1,0
Terry McAuliffe has threatened to shut down Virginias government if his budget plan isnt supported.,1,0
Less than half of jobs at the Carrier manufacturing plant in Indiana are actually staying.,0,1
Says Majority Leader Eric Cantor called for abolishing Social Security and Medicare.,1,0
I never said that Muslims would be subject to profiling under his policies.,1,0
"Members of Congress ""have not reduced their salaries ... since the Great Depression,"" meaning they've gone ""eight decades without a pay cut.""",0,1
Says Planned Parenthood CEO Cecile Richards was forced to concede that 86 percent of Planned Parenthoods revenue is from abortion.,1,0
"Under Lee Fisher Ohio has lost nearly 400,000 jobs.",0,1
"Says 1,000 World War II veterans die every day.",0,1
Says President Obamas deal allows Iran to produce a nuclear weapon.,1,0
Thomas Jefferson expressed strong support for a balanced budget amendment in 1798.,0,1
"Says Marco Rubio went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action.",0,1
"Under President Obama, U.S. security funding for Israel is at an all-time high.",0,1
"When the United States ""first created the federal income tax, frankly, nobody below a million dollars a year paid anything.""",1,0
We have over 300 state agencies. Forty-five of those agencies are related to health care.,1,0
NASCAR endorsed Trump,0,1
The premiums on Medicares prescription drug program have fallen almost every year since it began.,1,0
"As the CEO of eBay, ""Whitman started a separate division that only sells porn.""",0,1
"If the mayor were really serious about supporting Phillys schoolchildren and handling our citys looming fiscal crisis, he could begin by slashing the size of his own administration, which is already 45 percent larger than his predecessors and 40 percent more costly.",0,1
On changing the rules governing judicial conflicts of interest,0,1
Says government is a barrier to innovation and development.,1,0
We have a 40 to 50 percent dropout rate in our inner-city schools.,1,0
"The law says ... when a police officer stops you, do whatever he says and then deal with it later.",1,0
Says Gov. Rick Perry was for Wall Street bailout before he was against it.,0,1
"Says Hillary Clinton believes that all abortions should be legal, even on the due date of that unborn child.",1,0
And the #jerseycomeback keeps rolling! Thanks to @GovChristie NJ now has lowest corruption risk of any state.,1,0
Passage of a referendum on an aquarium for Clearwater means NO future funding for our neighborhoods.,1,0
"""Everything I have said (on the campaign trail) has been factually accurate.""",1,0
10 cents on thedollar from the Clinton Foundation goes to charitable causes.,1,0
Newark is now home to one-third of all commercial and multi-family development.,0,1
"Because of Jim Whelan, the 1990s are the only decade since the 1920s when the population of Atlantic City actually went up.",0,1
"Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican.",1,0
Delta has had the most animal deaths among U.S. carriers in the past five years,0,1
Attorney General Eric Holder is involved in the dismissal of the criminal charges against the New Black Panther Party for voter intimidation,1,0
"Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.",0,1
Gov. Chris Christie owes the state money for amenities like extra Gorgonzola cheese for his staff on these trips.,1,0
"Paul Ryans Medicare plan could raise future retirees costs more than $6,000.",0,1
"On tax inversions, the Wall Street Journalsurprisingly attacked this tax scheme.",1,0
Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote.,1,0
You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.,1,0
"Over half of the young people in medical, dental and law schools are women.",1,0
"""My opponent promises to bring back old jobs by wishing away the global economy.""",1,0
"Education funding of $7,176 per student is a historic level.",0,1
I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure.,1,0
"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",1,0
The wives of the 9/11 hijackers knew exactly what was happening and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes.,1,0
"Says U.S. Rep. Nancy Pelosi said, Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions.",1,0
Florida has a law like (Indianas Religious Freedom Restoration Act).,0,1
The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the things Ive said publicly all along about the Wisconsin budget debate.,1,0
On whether to seat Roland Burris as the new senator from Illinois.,1,0
"Obama ""remains silent"" and ""is never asked how he feels about his church honoring Farrakhan.""",1,0
"When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, were building a wall and were deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.",0,1
"""John Edwards never -- has ever from the beginning of his political career has never taken PAC money or the money of Washington lobbyists. Ever."" -Joe Trippi, senior campaign adviser",0,1
The University of Wisconsin System had a jobs-for-life tenure program for professors.,0,1
"Unemployment among Oregon high school graduates aged 18 to 20 increased more than 200 percent from 2008 to 2011, while the U.S. average increased only 30 percent.",0,1
Almost 37 percent of the total income from Planned Parenthood is from abortions.,1,0
The United States has the highest rate of childhood poverty of almost any major country on Earth.,0,1
"Marco Rubio controlled funds that ""out of the $600,000 that were raised, only $4,000 went to candidates to try to improve their chances to be elected to office.""",0,1
Says Rep. Jon Runyan voted to redefine rape.,1,0
"This year, Eric Cantor has received more money from oil companies than any other member of Congress.",1,0
"The Iran deal says that if any other country tries to undermine (Irans) nuclear program, we have to help them defend themselves against Israel, Egypt, Saudis, our own allies.",1,0
The Agriculture Department estimates that roughly 42 percent of the corn crop will be used to make ethanol -- more than the amount of corn used to feed livestock and poultry in the United States.,0,1
"Tonight in Ohio, more people came out to vote for Barack Obama in an unopposed race than voted for (Mitt) Romney and (Rick) Santorum combined.",1,0
Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times.,0,1
The $5 billion website for Obamacare never worked. Still doesnt work.,1,0
"""In North Carolina, they used stimulus money to hire one new state worker. His job, apply for more stimulus funds from the taxpayers by the way of the federal government.""",1,0
"Dan Gecker voted to double vehicle registration fees, costing (Chesterfield) county residents over $6 million annually.",1,0
"""A lot of people don't know that 50,000 Americans now make their living off eBay.""",0,1
I played in a game here against the Pittsburgh Steelers where there was 23 inches of snow. We played in at least 15 inches of that.,1,0
"Says Austins treated wastewater, put into the Colorado River, is of higher quality than water the city takes from the lake for public use.",0,1
"An amendment to the House health reform bill ""puts new restrictions on women's access to abortion coverage in the private health insurance market even when they would pay premiums with their own money.""",1,0
Were the worst state in the country at moving people from welfare to work.,1,0
Says the private sector in Texas created 1 million jobs over the past decade.,0,1
Weve got more revenue than we ever have.,1,0
"Says over 40 percent of recent county bonds are for Precinct One, northeast Travis County, because he is quick to identify projects that help make the East Side a desirable place to live.",0,1
Medicare passed with virtually no Republican support.,1,0
Says Wisconsin state Senate President Michael Elllis (R-Neenah) broke Senate rules during debate on a photo ID bill for voters.,1,0
Says Scott Bruun supports cutting the Department of Commerce and eliminating NOAA.,0,1
"Nationally, the unemployment rate for veterans is far greater than the national unemployment rate, and Wisconsin is one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally.",0,1
"I have had to fill out FEC reports for the past six years now, and theyre much more detailed than a tax return...",1,0
Says Wisconsin Attorney General J.B. Van Hollen knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it.,1,0
"An Environmental Protection Agency regulation that goes into effect Jan. 1, 2012, regulates dust.",1,0
More businesses went out of business last year than were started for the first time in our history.,1,0
Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.,1,0
Franklin Roosevelt (was) the last president to come to the Congress to ask for permission to engage into war.,0,1
Says Donald Trump promised the mass deportation of Latino families.,0,1
Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining.,1,0
Says Eric Cantor was the co-author of the House GOP principles on immigration reform. Both the New York Times and the Washington Postsaid that thatcaptured the essence of what was in the Senate immigration bill.,0,1
The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.,1,0
Says Cory Gardner championed an eight-year crusade to outlaw birth control here in Colorado.,0,1
"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done.""",1,0
Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed watered-down HIV/AIDSdrugs to patients in sub-Saharan Africa.,1,0
A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances.,1,0
"""We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.""",1,0
"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul.",1,0
On drilling off the Atlantic coast,1,0
Says our economy in New Jersey gets $38 billion from the businesses at the Shore.,1,0
Says your Legislative Assembly was within one vote of enacting each of those bills into Oregon law.,1,0
Milwaukee has the second-highest number of children recovered from sex trafficking.,1,0
"""What they will do is socialized medicine.""",1,0
Says Wisconsin Gov. Scott Walker doesnt make his calendar public -- hes on our dime and we dont know where he is.,0,1
What is the maximum number of students allowed in your classroom? ... 30 or more!,0,1
"Americans ""have never paid more for gas at the pump.""",1,0
Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills.,0,1
"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president.",1,0
Due to a flaw in the 1995 Outer Continental Shelf Deep Water Royalty Relief Act numerous oil companies are now drilling in the Gulf of Mexico in federal lands and paying no royalties to the federal government.,0,1
Says Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions of jobs.,0,1
"Obama's wife said her goal in life was to put the black community ""first and foremost.""",0,1
Says Katie McGintyactually agrees with Hillary Clinton and the most liberal wing of the Democrats on everything.,0,1
Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to increasing numbers of employees and drivers could not read or understand warning signs in English.,1,0
On auditing the Federal Reserve,0,1
"The poverty rate for families in which a husband and a wife work is 5 percent, but in families headed by one person its 30 percent today.",0,1
"Florida ranks ""45th out of 50 states'' for its regulatory climate for business.",0,1
Ukraine voluntarily gave up its nuclear weapons because the United States of America said it would ensure (its) territorial integrity from Russia.,1,0
Says Hillary Clinton negotiated the first agreement ever where China and India officially committed to reduce their emissions.,0,1
"Says nobody in higher education believes Gov. Rick Perrys proposal to serve up $10,000 college degrees is possible.",1,0
"Says Wendy Davis, born into difficult circumstances, was the daughter of a single mother and a teenage mother herself.",0,1
The 2013-15 state budget backed by Gov. Scott Walker and Republican lawmakers left our technical colleges funded at 1989 levels.,0,1
"The city of Atlanta has one of the highest lesbian, gay, bisexual and transgender populations per capita, ranking third among major American cities.",0,1
"""The ABA's own criteria for a judicial nominee call for, among other things, at least 12 years' experience in the practice of law, and they mean actual practice of law.""",0,1
A 5-cent charge on paper bags is a tax.,1,0
Says U.N. arms treaty will mandate a new international gun registry.,1,0
"Says that as a U.S. senator, Russ Feingold voted against authorizing our military 11 separate times.",0,1
The 9-9-9 plan does not raise taxes on those that are making the least.,1,0
Says U.S. Rep. Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits.,1,0
"If you look at what weve done over the last several years, the crime rate has actually gone down in [Providence] and . . . the number of shootings has been going down.",0,1
Stephen Zappala is the only DA in our state to convict an on-duty police officer of criminal homicide.,0,1
Says the federal government borrows almost $60 billion per week.,1,0
Clayton County offers the lowest operating millage rate in Metro Atlanta.,1,0
"As CFO, Alex Sink oversaw a $27 billion loss in the states pension fund.",0,1
"Remember that developers are forced to use the 195 land union contractors, so tap an extra $10 million into any construction project.",1,0
Says New Jersey Devils managing partner Jeff Vanderbeek took us into arbitration.,1,0
On counting state budget shortfalls,1,0
Women in Barack Obamas White House are earning less than men.,0,1
"Marco Rubio was ""subpoenaed.""",0,1
"As governor, in the face of partisan attacks, (Charlie Crist) had the courage to save jobs and lead his state into economic recovery.",0,1
Most tips left at Dunkin Donuts dont go to employees.,1,0
On banning assault weapons.,1,0
On a single-payer healthcare system,0,1
Says his administration has created 5 million jobs over the last 30 months in the private sector alone.,0,1
"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever.",0,1
"""Taxpayer-funded benefits to illegals"" in California are ""a skyrocketing cost under Obamacare.""",1,0
"Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one.",1,0
Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obamas political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election,1,0
On whether to run for the U.S. Senate as an independent.,1,0
Libya supplies the oil for China. We get no oil from Libya.,1,0
There is a Republican plan to end Medicare.,1,0
"""Casualties and deaths are at (their) lowest point since literally the beginning"" of the war.",0,1
Claims Wisconsin Senate Majority Leader Scott Fitzgerald said: It is necessary to eliminate unions in order to balance future budgets.,1,0
Says he banned texting while driving in Austin.,0,1
Says Barack Obama supported Ted Kennedys ammo ban to outlaw all deer-hunting ammunition.,1,0
Paul Ryan would outlaw in vitro fertilization.,0,1
"""The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop.""",0,1
On running for re-election to U.S. Senate,1,0
"The Portland-Milwaukie Light Rail Transit Project has created 1,525 direct jobs as of June 11, 2012.",0,1
"Independent analysts found that Trumps tax plan, given to the wealthy and big corporations, would rack up $30 trillion in debt.",0,1
"In South Carolina, women earn 76 cents on the dollar to mens earnings.",0,1
On whether he wants to be vice president.,1,0
"Says Allen West helped thwart a terrorist plot by shooting a gun in the direction of an Iraqi detainee, then reported the incident to his superior and said it was wrong.",0,1
"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year.",0,1
Says Milwaukee County district attorney candidate Verona Swanigan has worked as a prosecutor.,1,0
"We never had an earthquake in Youngstown until John Kasich was elected Governor,",0,1
Says Donald Trump has the second-highest disapproval ratings of anyone running for president.,1,0
The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,1,0
The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200.,1,0
"(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.",1,0
"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.",1,0
On supporting the charter school amendment.,0,1
"In my years in the State Legislature, I have never voted for a tax increase.",1,0
Says FBI Director James Comeys letter about new developments in the investigation into her emails only went to Republican members of the House.,1,0
Wendy Davis is fighting to bring ... Bloomberg-style gun control to Texas.,0,1
We have the fewest people employed in this country since 1979.,0,1
"Says U.S. Senate opponent Tammy Baldwin supported a federal budget that spent trillions -- not billions, trillions -- more money than the Obama budget.",1,0
Twenty-five percent of people in the country have said they changed their email and phone habits because of the collection of data allowed by the Patriot Act.,0,1
"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",1,0
The Secure Communities Program and 287(g) immigration programs were programs that worked but were recklessly gutted by the Obama administration.,0,1
Says Hillary Clinton lied about why her parents named her Hillary.,0,1
The median income in this country has declined 10 percent in the last four years.,0,1
"In Florida, illegal immigration costs taxpayers nearly $4 billion (a year). This amounts to $700 for every household in Florida.",1,0
On reauthorization of Export-Import Bank.,1,0
Says Washington state has consistently ranked in the top five in the Forbes list of best states to do business ahead of Texas.,0,1
Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.,1,0
Says Rick Perry wanted to secede from the union.,1,0
It is a fact that the economy does better when we have a Democrat in the White House.,0,1
We have reduced funding for education the least. Theyve suffered the least cuts.,0,1
Says the federal government threatened to impose a no-fly zone in Texas if state legislators bar airport security officials from performing pat-downs.,0,1
"On U.S.-Israeli relations, Prime Minister Benjamin Netanyahu set the record straight he said, our two countries have exactly the same policy (and) our security cooperation is unprecedented.",0,1
"A Medicaid provision added to the Senate health carereform bill ""is not a special deal for Nebraska.""",1,0
We went from a $5.6 trillion surplus that George Bush inherited to over ... $11-plus trillion debt when George Bush left office.,0,1
Georgia has the most lax gun laws in the nation.,1,0
"The Chamber of Commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year.",1,0
Says many states are floundering under crushing deficit spending.,1,0
"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.",1,0
Weve lifted high school graduation rates to new highs.,0,1
"In the do-nothing Senate, there are 352 House bills sitting on Harry Reids desk awaiting action, including 55 introduced by Democrats.",0,1
"""I know that Hillary on occasion has said just last year said this (NAFTA) was a boon to the economy.""",1,0
"Says the Texas Forest Service planted 6,000 trees in the Dallas/Fort Worth area before the Super Bowl for unknown reasons at an unknown cost.",0,1
Says Russ Feingold was the only senator to vote against Homeland Security.,1,0
Sen.Mark Begich cast the deciding vote in favor of President Obamas authority to issue executive amnesty to illegal aliens.,1,0
The U.S. economy is recovering slower than Europe,1,0
Says Iowa Republican Senate candidate Joni Ernst would privatize Social Security.,0,1
Says Allen West violatedfederal law by scuba diving with U.S. flag.,1,0
This is not a mosque. Its a cultural center that has a prayer area.,1,0
Our federal government has lent $2 billion to the state-owned oil company of Brazil to allow them to explore for oil and gas.,1,0
Ronald Reagan banned ownership of fully automatic rifles. He supported the assault weaspons ban.,0,1
"Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!",1,0
Says he started the Pacur plastics manufacturing company he owns.,0,1
The United States has seen a net loss of people with health insurance because of Obamacare.,1,0
Glenn Hegar promised to eliminate the property tax.,1,0
"When the Milwaukee County mental health facility is full, cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that.",1,0
Says that Rick Santorum voted for the unions over FedEx.,0,1
Says the 2012-13 state budget leaves $6 billion in a rainy day fund.,0,1
On running a civil and polite campaign,1,0
Says 25 percent of Oregonians oppose the death penalty.,0,1
"Less than two years ago, we made a commitment to repay the U.S. . . .taxpayers in full, and today we made good on that promise.",0,1
Cory Gardner is sponsoring a bill to ban all abortions right now.,0,1
Over 60 percent of the provisional ballots cast in [the 2012] election were disqualified because those folks were not duly registered as voters.,0,1
The Democratic health care law added 12 years of solvency to Medicare.,0,1
We are seeing kids who are healthier.,0,1
90% of rural women and 55% of all women are illiterate in Morocco.,1,0
"""Fences have not worked. The Great Wall of China, the Berlin Wall. That's not good among peoples, especially friends like the United States and Mexico.""",0,1
Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,0,1
"""The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.""",1,0
The Obama administration has been outsourcing by sending money to solar and wind energy companies that end up making their products outside the United States.,0,1
"Even though Chicago has the most stringent gun laws on the books, it still has the highest murder rate in the country.",0,1
Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,1,0
"Every time weve cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, its been damaged.",1,0
Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor.,1,0
Says Rep. Renee Ellmers voted for the government shutdown 21 times.,0,1
I havent switched my position on the Trans-Pacific Partnership trade deal.,0,1
Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office.,1,0
John Boehner wants to reopen a tax loophole that actually rewarded corporations for shipping jobs and profits overseas.,0,1
Florida seniors are exempt from losing Medicare Advantage under the federal health care bill.,1,0
"Health care reform ""requires the use of federal dollars to fund abortions through the government-run health plan.""",0,1
"""Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.""",1,0
Darryl Hicks had seven ethics violations and didnt pay most of the fines.,0,1
The top 1 percent in recent years has earned 85 percent of all new income.,0,1
Forty percent of the Fortune 500 were started either by immigrants or children of immigrants.,0,1
The group that organized Texas Muslim Capitol Day in Austin was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates.,0,1
This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip.,1,0
"Says as GOP was picking a convention city, I recommended Ohio.",1,0
Congressman Perriello voted in lock step with Nancy Pelosi 90 percent of the time.,0,1
"In (Sen. Marco) Rubios state of Florida alone, Social Security lifts more than -- count it -- a million people out of poverty.",0,1
The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,1,0
The U.S. Justice Department has taken on more than 100 voting rights cases since 2009.,0,1
"Team Trump has accused Ted Cruz of fraud in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin.",0,1
"This years redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.",1,0
Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.,1,0
"Charlie Crist ""worked with Acorn"" to give felons voting rights.",1,0
On support for gay marriage.,1,0
"""This year, we have added an average of 200,000 jobs per month, a majority in the private sector, a stark contrast to the Bush Administration record of losing an average of nearly 750,000 jobs per month in its last three months.""",0,1
Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.,1,0
I didnt inherit money from my parents.,0,1
You cant put a gun rack in a [Chevrolet] Volt.,1,0
Israel has seen a 90 percent reduction in terrorist attacks that it attributes to building a 500-mile fence.,0,1
The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce,1,0
Drug overdoses are now the second-most common cause of death in New Hampshire.,1,0
"Congressman Cicilline, when he was the mayor of Providence, espoused a sanctuary city.",1,0
Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions.,0,1
Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes.,1,0
AGallup report recently said that nearly 50 percent of small business owners arent hiring because of what they call regulatory uncertainty.,0,1
"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws.",1,0
Two-thirds of the people who start out in minimum wage are above the minimum wage within a year.,0,1
"The state of Georgia lost 16 percent of its employees last year, and that percentage has risen over the past three years.",0,1
Says hes the only licensed firearms dealer in America running for Congress.,0,1
On releasing photographs depicting the abuse of prisoners.,1,0
Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.,1,0
The pass rate for a high school level test to join the military is 35 to 40 percent.,1,0
"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.",1,0
What is and isnt a Schedule I narcotic is a job for Congress.,0,1
More businesses are closing than opening in Virginia today.,1,0
We have record numbers of people living in poverty.,0,1
Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.,1,0
"During the year Kagan barred military recruiters from Harvard Law School's Office of Career Services, ""military recruiting actually went up.""",0,1
ISIS reaches about 100 million people a day through social media.,0,1
"In the primary election, a right-wing group spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley.",1,0
"(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.",1,0
Says Sam Houston opposed slavery and as governor said Texas should not leave the union over slavery.,0,1
Our national debt is as low as it has been since World War II.,1,0
Debbie Jackow unlike her opponent ...WILL NOT de-fund the 20/20 land program.,1,0
The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old.,0,1
Says 99 percent of the time police officers arent charged when they kill young people of color.,0,1
Property taxes are now 18% higher than when(Mark Sharpe)first took office.,1,0
"The firefighter and police officer pension system is not headed for bankruptcy, far from it. Thats because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.",0,1
"""Under Barack Obama's plan, the government would spend $1-trillion more.""",0,1
"As soon as Chris Christie was governor, he gave tax cuts to millionaires.",0,1
A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.,1,0
"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.",1,0
In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.,1,0
Says oil productions down where Obamas in charge.,0,1
"Says that during President Barack Obamas tenure, the United States has created 15 million new jobs.",0,1
The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,1,0
Congress gave an unelected board the power to deny care to seniors.,0,1
I never said I was on the Falkland Islands.,0,1
The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,0,1
Says Barack Obamas administration has admitted that money from its Iran nuclear deal would go directly to terrorism.,0,1
No Bridge to Nowhere could occur.,1,0
"When it comes to classified information at the State Department, Hillary Clintons the decider.",0,1
Food stamps have gone up two-and-a-half times under Barack Obama.,1,0
"In the 38 Studios deal, Wall Street investors took a risk, and went bust.",1,0
Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,1,0
"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute.",1,0
State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,1,0
"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.",0,1
Beer drinking is not allowed in any Illinois state parks.,1,0
Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,1,0
"On new dollar coins, In God We Trust is gone!",1,0
Says Obama flip-flopped on banning handguns.,0,1
[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,1,0
"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",1,0
Says Hillary Clinton is proposing destroying Medicare for seniors.,1,0
